timestamp,cpu_percent,mem_usage,mem_limit,net_rx,net_tx,block_read,block_write
2025-09-28T17:15:41.316431,0.0,5410816,8177139712,3979193,1258167,0,0
2025-09-28T17:15:42.321248,0.2,5378048,8177139712,4421211,1335255,0,0
2025-09-28T17:15:43.323578,0.01,5279744,8177139712,4421211,1335255,0,0
2025-09-28T17:15:44.320574,0.54,5410816,8177139712,6527686,1765119,0,0
2025-09-28T17:15:45.314893,0.26,5517312,8177139712,7211026,1908366,0,0
2025-09-28T17:15:46.309633,0.02,5505024,8177139712,7302670,1940884,0,0
2025-09-28T17:15:47.302723,0.01,5492736,8177139712,7392258,1977351,0,0
2025-09-28T17:15:48.294590,0.01,5480448,8177139712,7481142,2013158,0,0
2025-09-28T17:15:49.286766,0.02,5468160,8177139712,7596713,2053545,0,0
2025-09-28T17:15:50.278792,0.01,5455872,8177139712,7684800,2088032,0,0
2025-09-28T17:15:51.267668,0.02,5443584,8177139712,7866801,2184494,0,0
2025-09-28T17:15:52.258834,0.57,5480448,8177139712,9386634,2473183,0,0
2025-09-28T17:15:53.250339,0.03,5468160,8177139712,9503816,2510582,0,0
2025-09-28T17:15:54.241758,0.2,5402624,8177139712,10134182,2655422,0,0
2025-09-28T17:15:55.233713,0.02,5390336,8177139712,10223789,2691691,0,0
2025-09-28T17:15:56.229027,0.01,5402624,8177139712,10319868,2729292,0,0
2025-09-28T17:15:57.221150,0.02,5390336,8177139712,10408286,2764637,0,0
2025-09-28T17:15:58.212938,0.01,5398528,8177139712,10498084,2801368,0,0
2025-09-28T17:15:59.206195,0.02,5386240,8177139712,10613494,2840727,0,0
2025-09-28T17:16:00.199531,0.01,5398528,8177139712,10703479,2877656,0,0
2025-09-28T17:16:01.196888,0.13,5312512,8177139712,11300380,3075606,0,0
2025-09-28T17:16:02.224483,0.0,5279744,8177139712,11300512,3076292,0,0
2025-09-28T17:16:03.251541,0.0,5279744,8177139712,11300512,3076292,0,0
2025-09-28T17:16:04.269337,1.02,5275648,8177139712,13465716,3510837,0,0
2025-09-28T17:16:05.283461,0.39,5394432,8177139712,14147795,3653160,0,0
2025-09-28T17:16:06.296555,0.02,5513216,8177139712,14243441,3689837,0,0
2025-09-28T17:16:07.302107,0.01,5492736,8177139712,14332492,3725908,0,0
2025-09-28T17:16:08.308571,0.02,5480448,8177139712,14418457,3758415,0,0
2025-09-28T17:16:09.311226,0.02,5468160,8177139712,14536436,3801314,0,0
2025-09-28T17:16:10.315597,0.01,5455872,8177139712,14625209,3837055,0,0
2025-09-28T17:16:11.313131,0.1,5443584,8177139712,15196764,4010175,0,0
2025-09-28T17:16:12.310919,0.24,5500928,8177139712,16381404,4247342,0,0
2025-09-28T17:16:13.308649,0.02,5488640,8177139712,16471065,4284007,0,0
2025-09-28T17:16:14.308591,0.08,5488640,8177139712,17118187,4446337,0,0
