timestamp,cpu_percent,mem_usage,mem_limit,net_rx,net_tx,block_read,block_write
2025-09-22T05:39:51.813874,0.0,381214720,8177139712,6945077,1983523,0,0
2025-09-22T05:39:52.816402,0.18,381202432,8177139712,7030146,2018962,0,0
2025-09-22T05:39:53.813122,0.34,379211776,8177139712,7132919,2124786,0,0
2025-09-22T05:39:54.810603,0.65,378417152,8177139712,7279365,2281124,0,0
2025-09-22T05:39:55.807088,0.36,375881728,8177139712,7381669,2390304,0,0
2025-09-22T05:39:56.806051,0.34,373870592,8177139712,7486314,2501021,0,0
2025-09-22T05:39:57.802952,0.34,371392512,8177139712,7587818,2611171,0,0
2025-09-22T05:39:58.799615,0.29,371597312,8177139712,7691042,2720797,0,0
2025-09-22T05:39:59.798843,4.26,382390272,8177139712,9018537,3183350,0,0
2025-09-22T05:40:00.801088,5.28,385871872,8177139712,9967372,3823264,0,0
2025-09-22T05:40:01.798580,1.89,378712064,8177139712,10138353,4188827,0,0
2025-09-22T05:40:02.792938,0.34,375644160,8177139712,10240913,4297789,0,0
2025-09-22T05:40:03.785685,0.37,373006336,8177139712,10343876,4408210,0,0
2025-09-22T05:40:04.783525,0.4,371818496,8177139712,10489629,4563797,0,0
2025-09-22T05:40:05.776160,0.34,367673344,8177139712,10593062,4673896,0,0
2025-09-22T05:40:06.769810,0.88,367353856,8177139712,10695746,4782190,0,0
2025-09-22T05:40:07.768370,0.34,367054848,8177139712,10798520,4892026,0,0
2025-09-22T05:40:08.762150,0.43,364249088,8177139712,10901509,5001945,0,0
2025-09-22T05:40:09.762698,4.72,370790400,8177139712,11669339,5527926,0,0
2025-09-22T05:40:10.760404,2.45,369926144,8177139712,11743707,5805176,0,0
2025-09-22T05:40:11.761605,7.3,379199488,8177139712,13762491,6345097,0,0
2025-09-22T05:40:12.775014,7.74,381468672,8177139712,14388986,6931699,0,0
2025-09-22T05:40:13.791078,1.68,379584512,8177139712,14558121,7277868,0,0
2025-09-22T05:40:14.804298,0.45,375201792,8177139712,14704526,7434635,0,0
2025-09-22T05:40:15.814662,0.44,374444032,8177139712,14806101,7544460,0,0
2025-09-22T05:40:16.827020,0.43,371982336,8177139712,14909851,7654942,0,0
2025-09-22T05:40:17.833430,0.37,371171328,8177139712,15013487,7765104,0,0
2025-09-22T05:40:18.837786,0.48,370233344,8177139712,15115459,7875194,0,0
2025-09-22T05:40:19.856942,4.35,375562240,8177139712,16629176,8428580,0,0
2025-09-22T05:40:20.865632,6.17,379011072,8177139712,17386078,8972434,0,0
2025-09-22T05:40:21.870549,1.66,376942592,8177139712,17572269,9395774,0,0
2025-09-22T05:40:22.869086,0.42,375406592,8177139712,17674378,9505803,0,0
2025-09-22T05:40:23.867613,0.34,374120448,8177139712,17776793,9613828,0,0
2025-09-22T05:40:24.865893,0.6,372293632,8177139712,17921945,9769606,0,0
2025-09-22T05:40:25.861951,0.26,371884032,8177139712,18022736,9877723,0,0
2025-09-22T05:40:26.859567,0.4,369754112,8177139712,18127145,9988666,0,0
2025-09-22T05:40:27.856798,0.36,368656384,8177139712,18229748,10095625,0,0
2025-09-22T05:40:28.851212,0.37,366137344,8177139712,18352595,10227714,0,0
2025-09-22T05:40:29.850749,3.36,371240960,8177139712,19119704,10869878,0,0
2025-09-22T05:40:30.849949,1.5,371548160,8177139712,19176248,11083961,0,0
2025-09-22T05:40:31.849854,6.67,379113472,8177139712,21277343,11952852,0,0
2025-09-22T05:40:32.847002,3.69,379162624,8177139712,21864363,12571483,0,0
2025-09-22T05:40:33.840836,0.7,376213504,8177139712,21970120,12701429,0,0
2025-09-22T05:40:34.842678,0.29,374652928,8177139712,22070650,12810671,0,0
2025-09-22T05:40:35.833327,0.24,372346880,8177139712,22173533,12920880,0,0
2025-09-22T05:40:36.833365,0.64,372408320,8177139712,22318479,13076320,0,0
2025-09-22T05:40:37.830946,0.28,371400704,8177139712,22418878,13185563,0,0
