timestamp,cpu_percent,mem_usage,mem_limit,net_rx,net_tx,block_read,block_write
2025-09-28T20:55:09.883137,0.32,258813952,8177143808,3564879348,1646129768,0,0
2025-09-28T20:55:10.870252,0.35,258781184,8177143808,3565394139,1646254992,0,0
2025-09-28T20:55:11.894641,0.3,259481600,8177143808,3565496193,1646363102,0,0
2025-09-28T20:55:12.919017,0.59,262975488,8177143808,3565594950,1646472419,0,0
2025-09-28T20:55:13.938838,0.19,262799360,8177143808,3565693660,1646573769,0,0
2025-09-28T20:55:14.955796,0.23,263241728,8177143808,3565830129,1646726138,0,0
2025-09-28T20:55:15.966719,0.2,262983680,8177143808,3565925411,1646832244,0,0
2025-09-28T20:55:16.977663,0.17,262356992,8177143808,3566023551,1646938292,0,0
2025-09-28T20:55:17.980033,0.19,262123520,8177143808,3566120196,1647044111,0,0
2025-09-28T20:55:18.983118,0.18,263069696,8177143808,3566217423,1647149060,0,0
2025-09-28T20:55:19.988233,4.24,293183488,8177143808,3567396727,1648314920,0,0
2025-09-28T20:55:20.994180,5.37,341622784,8177143808,3569444730,1648877698,0,0
2025-09-28T20:55:21.993555,5.32,364900352,8177143808,3569822989,1649937255,0,0
2025-09-28T20:55:22.993646,4.41,362422272,8177143808,3570110530,1650824673,0,0
2025-09-28T20:55:23.993084,1.36,357847040,8177143808,3570359328,1651557397,0,0
2025-09-28T20:55:24.988962,0.26,351830016,8177143808,3570495726,1651710691,0,0
2025-09-28T20:55:25.981026,0.23,349786112,8177143808,3570591567,1651813924,0,0
2025-09-28T20:55:26.976247,0.15,347795456,8177143808,3570687919,1651918724,0,0
2025-09-28T20:55:27.965475,0.25,347762688,8177143808,3570785204,1652025909,0,0
2025-09-28T20:55:28.956693,0.24,344690688,8177143808,3570880517,1652130264,0,0
2025-09-28T20:55:29.954944,4.92,356179968,8177143808,3572217130,1653121229,0,0
2025-09-28T20:55:30.946896,6.66,356892672,8177143808,3573410030,1654466480,0,0
2025-09-28T20:55:31.938721,1.28,349732864,8177143808,3573612777,1654998260,0,0
2025-09-28T20:55:32.934252,0.25,346947584,8177143808,3573710882,1655105209,0,0
2025-09-28T20:55:33.921309,0.22,346660864,8177143808,3573806503,1655210598,0,0
2025-09-28T20:55:34.911368,0.32,348684288,8177143808,3573940133,1655357362,0,0
2025-09-28T20:55:35.901780,0.18,348160000,8177143808,3574036098,1655463029,0,0
2025-09-28T20:55:36.888952,0.19,345493504,8177143808,3574131396,1655567765,0,0
2025-09-28T20:55:37.879889,0.27,347111424,8177143808,3574226701,1655675544,0,0
2025-09-28T20:55:38.869659,0.24,346705920,8177143808,3574323360,1655782829,0,0
2025-09-28T20:55:39.858748,4.62,338395136,8177143808,3575416392,1656900198,0,0
2025-09-28T20:55:40.853987,5.46,343363584,8177143808,3576930980,1657697405,0,0
2025-09-28T20:55:41.877463,6.58,364027904,8177143808,3577870504,1658373591,0,0
2025-09-28T20:55:42.907634,4.41,367996928,8177143808,3578084810,1658996785,0,0
2025-09-28T20:55:43.935302,4.59,367792128,8177143808,3578374782,1659939502,0,0
2025-09-28T20:55:44.947307,0.4,364826624,8177143808,3578513672,1660092780,0,0
2025-09-28T20:55:45.962324,0.19,361967616,8177143808,3578609951,1660201665,0,0
2025-09-28T20:55:46.971786,0.22,358236160,8177143808,3578706280,1660308224,0,0
2025-09-28T20:55:47.978655,0.3,355749888,8177143808,3578803955,1660416789,0,0
2025-09-28T20:55:48.978638,0.22,351846400,8177143808,3578900444,1660523244,0,0
2025-09-28T20:55:49.986195,5.41,330715136,8177143808,3580373855,1661772243,0,0
2025-09-28T20:55:50.986482,5.51,341762048,8177143808,3581444760,1662994077,0,0
2025-09-28T20:55:51.988876,1.1,335577088,8177143808,3581624460,1663431910,0,0
2025-09-28T20:55:52.986604,0.27,334950400,8177143808,3581720459,1663537677,0,0
2025-09-28T20:55:53.982381,0.2,334036992,8177143808,3581815770,1663641238,0,0
2025-09-28T20:55:54.979444,0.33,331743232,8177143808,3581954707,1663794233,0,0
2025-09-28T20:55:55.975448,0.17,331624448,8177143808,3582050376,1663900792,0,0
2025-09-28T20:55:56.966462,0.21,330522624,8177143808,3582147145,1664010035,0,0
2025-09-28T20:55:57.958401,0.26,330326016,8177143808,3582243522,1664117434,0,0
2025-09-28T20:55:58.948199,0.25,329211904,8177143808,3582340222,1664224034,0,0
2025-09-28T20:55:59.940868,3.95,329388032,8177143808,3583399513,1665289477,0,0
2025-09-28T20:56:00.936252,7.02,342568960,8177143808,3585138001,1666406048,0,0
2025-09-28T20:56:01.925431,5.92,354861056,8177143808,3586038908,1667233733,0,0
2025-09-28T20:56:02.920652,4.34,361398272,8177143808,3586293830,1668007188,0,0
2025-09-28T20:56:03.912193,1.67,357425152,8177143808,3586494603,1668545924,0,0
2025-09-28T20:56:04.905009,0.18,351707136,8177143808,3586592753,1668654304,0,0
2025-09-28T20:56:05.896871,0.25,352083968,8177143808,3586729919,1668808762,0,0
2025-09-28T20:56:06.884083,0.24,350564352,8177143808,3586824926,1668912085,0,0
2025-09-28T20:56:07.878411,0.28,348962816,8177143808,3586921506,1669017641,0,0
2025-09-28T20:56:08.863086,0.24,346120192,8177143808,3587016225,1669126286,0,0
2025-09-28T20:56:09.851796,5.53,351588352,8177143808,3588489324,1670513879,0,0
2025-09-28T20:56:10.842731,3.94,345952256,8177143808,3589630485,1671941828,0,0
2025-09-28T20:56:11.867514,0.19,344743936,8177143808,3589726809,1672048250,0,0
2025-09-28T20:56:12.892186,0.29,341549056,8177143808,3589826246,1672156399,0,0
2025-09-28T20:56:13.912485,0.22,338882560,8177143808,3589922627,1672263934,0,0
2025-09-28T20:56:14.928507,0.55,337862656,8177143808,3590023450,1672371745,0,0
2025-09-28T20:56:15.940013,0.24,338604032,8177143808,3590159442,1672526415,0,0
2025-09-28T20:56:16.951683,0.17,338501632,8177143808,3590257095,1672633506,0,0
2025-09-28T20:56:17.959052,0.21,340074496,8177143808,3590349872,1672737041,0,0
2025-09-28T20:56:18.961285,0.23,336478208,8177143808,3590473548,1672865251,0,0
2025-09-28T20:56:19.970291,5.92,333627392,8177143808,3591472224,1673795013,0,0
2025-09-28T20:56:20.979542,3.59,345559040,8177143808,3592843203,1674294616,0,0
2025-09-28T20:56:21.982238,6.83,351150080,8177143808,3593590929,1675146667,0,0
