timestamp,cpu_percent,mem_usage,mem_limit,net_rx,net_tx,block_read,block_write
2025-10-08T08:49:38.024038,0.07,97239040,8177143808,2527243997,908521222,0,0
2025-10-08T08:49:39.024827,0.05,99319808,8177143808,2527266564,908544481,0,0
2025-10-08T08:49:40.026736,0.04,99426304,8177143808,2527288895,908567538,0,0
2025-10-08T08:49:41.028355,0.06,99618816,8177143808,2527312430,908591733,0,0
2025-10-08T08:49:42.026247,0.1,99880960,8177143808,2527336703,908614724,0,0
2025-10-08T08:49:43.025411,0.05,99909632,8177143808,2527378047,908649011,0,0
2025-10-08T08:49:44.023858,0.05,99803136,8177143808,2527399912,908673413,0,0
2025-10-08T08:49:45.023137,0.09,100597760,8177143808,2527458414,908723906,0,0
2025-10-08T08:49:46.022115,0.06,99897344,8177143808,2527503080,908788455,0,0
2025-10-08T08:49:47.018876,0.09,100020224,8177143808,2527525651,908810960,0,0
2025-10-08T08:49:48.015561,0.08,100151296,8177143808,2527547764,908820742,0,0
2025-10-08T08:49:49.011645,0.05,99725312,8177143808,2527571105,908857074,0,0
2025-10-08T08:49:50.007723,0.08,99979264,8177143808,2527595048,908881087,0,0
2025-10-08T08:49:51.004761,0.07,99876864,8177143808,2527617701,908903864,0,0
2025-10-08T08:49:52.000834,0.1,99868672,8177143808,2527639554,908915126,0,0
2025-10-08T08:49:52.995780,0.06,99991552,8177143808,2527662265,908940122,0,0
2025-10-08T08:49:53.992598,0.04,99991552,8177143808,2527684324,908958688,0,0
2025-10-08T08:49:54.989582,0.11,100454400,8177143808,2527800390,909014086,0,0
2025-10-08T08:49:55.989390,0.07,100491264,8177143808,2527844662,909136409,0,0
2025-10-08T08:49:56.982437,0.1,100859904,8177143808,2527866989,909159466,0,0
2025-10-08T08:49:57.979195,0.08,100696064,8177143808,2527888936,909182313,0,0
2025-10-08T08:49:58.974355,0.05,100679680,8177143808,2527911049,909205308,0,0
2025-10-08T08:49:59.987734,0.07,100802560,8177143808,2527934860,909229899,0,0
2025-10-08T08:50:00.999241,0.1,101134336,8177143808,2527957133,909252956,0,0
2025-10-08T08:50:02.007994,0.12,101015552,8177143808,2527979126,909275741,0,0
2025-10-08T08:50:03.016125,0.11,100622336,8177143808,2528001243,909298666,0,0
2025-10-08T08:50:04.020703,0.07,100622336,8177143808,2528023120,909321451,0,0
2025-10-08T08:50:05.025179,0.08,100720640,8177143808,2528081726,909379454,0,0
2025-10-08T08:50:06.029582,0.06,100585472,8177143808,2528104547,909403455,0,0
2025-10-08T08:50:07.034368,0.1,100839424,8177143808,2528126878,909426512,0,0
2025-10-08T08:50:08.038392,0.09,100839424,8177143808,2528148937,909449429,0,0
2025-10-08T08:50:09.036829,0.06,100962304,8177143808,2528171334,909472420,0,0
2025-10-08T08:50:10.039178,0.05,101089280,8177143808,2528194803,909497209,0,0
2025-10-08T08:50:11.039735,0.07,101089280,8177143808,2528217068,909519738,0,0
2025-10-08T08:50:12.041810,0.07,100904960,8177143808,2528239127,909542457,0,0
2025-10-08T08:50:13.039722,0.07,100798464,8177143808,2528261326,909565316,0,0
2025-10-08T08:50:14.037801,0.05,100749312,8177143808,2528283517,909587507,0,0
2025-10-08T08:50:15.036572,0.12,101396480,8177143808,2528420684,909731958,0,0
2025-10-08T08:50:16.034937,0.05,101097472,8177143808,2528442767,909754677,0,0
2025-10-08T08:50:17.035384,0.12,101363712,8177143808,2528465098,909777734,0,0
2025-10-08T08:50:18.032392,0.07,101363712,8177143808,2528487025,909800519,0,0
2025-10-08T08:50:19.031702,0.06,101486592,8177143808,2528509356,909822982,0,0
