timestamp,cpu_percent,mem_usage,mem_limit,net_rx,net_tx,block_read,block_write
2026-01-02T15:12:50.228900,0.16,293396480,8177143808,117975011,130938600,0,0
2026-01-02T15:12:51.283332,0.32,293527552,8177143808,118044619,131015236,0,0
2026-01-02T15:12:52.336189,0.27,293527552,8177143808,118131266,131110925,0,0
2026-01-02T15:12:53.389971,0.16,293527552,8177143808,118199754,131191528,0,0
2026-01-02T15:12:54.443652,0.17,293392384,8177143808,118285363,131283304,0,0
2026-01-02T15:12:55.496936,0.22,293392384,8177143808,118355793,131366062,0,0
2026-01-02T15:12:56.567808,0.17,293523456,8177143808,118440714,131455419,0,0
2026-01-02T15:12:57.665536,0.2,293523456,8177143808,118527353,131551298,0,0
2026-01-02T15:12:58.763893,0.2,293523456,8177143808,118597517,131628062,0,0
2026-01-02T15:12:59.862841,0.19,293523456,8177143808,118684552,131723809,0,0
2026-01-02T15:13:00.962536,0.18,293654528,8177143808,118771133,131819696,0,0
2026-01-02T15:13:02.061817,0.26,293654528,8177143808,118842157,131902784,0,0
2026-01-02T15:13:03.121702,0.19,293785600,8177143808,118927804,131992141,0,0
2026-01-02T15:13:04.172272,0.18,293658624,8177143808,119007913,132075229,0,0
2026-01-02T15:13:05.226354,0.27,293916672,8177143808,119084343,132164784,0,0
2026-01-02T15:13:06.284699,0.23,293916672,8177143808,119171048,132260333,0,0
2026-01-02T15:13:07.343090,0.16,293916672,8177143808,119240024,132336965,0,0
2026-01-02T15:13:08.401026,0.27,293916672,8177143808,119327661,132432852,0,0
2026-01-02T15:13:09.460294,0.14,293916672,8177143808,119397437,132510604,0,0
2026-01-02T15:13:10.519264,0.18,293916672,8177143808,119469377,132592704,0,0
2026-01-02T15:13:11.577859,0.23,293916672,8177143808,119554686,132682317,0,0
2026-01-02T15:13:12.636588,0.18,293916672,8177143808,119641333,132778468,0,0
2026-01-02T15:13:13.693000,0.18,293916672,8177143808,119710985,132857246,0,0
2026-01-02T15:13:14.747222,0.27,293916672,8177143808,119798532,132951639,0,0
2026-01-02T15:13:15.802034,0.15,293916672,8177143808,119869556,133034991,0,0
2026-01-02T15:13:16.856908,0.17,294047744,8177143808,119955203,133125206,0,0
2026-01-02T15:13:17.910748,0.22,294047744,8177143808,120025831,133208096,0,0
2026-01-02T15:13:18.964381,0.18,293543936,8177143808,120111940,133298047,0,0
2026-01-02T15:13:20.019150,0.19,293662720,8177143808,120182964,133380607,0,0
2026-01-02T15:13:21.072773,0.22,293793792,8177143808,120268875,133470426,0,0
2026-01-02T15:13:22.129138,0.15,293793792,8177143808,120339757,133547908,0,0
2026-01-02T15:13:23.187418,0.16,293924864,8177143808,120410459,133630872,0,0
2026-01-02T15:13:24.246904,0.22,293924864,8177143808,120495834,133720485,0,0
