timestamp,cpu_percent,mem_usage,mem_limit,net_rx,net_tx,block_read,block_write
2025-08-27T16:29:33.544045,0.0,6696960,8177139712,1251058,501921,0,0
2025-08-27T16:29:34.522566,0.02,6438912,8177139712,1271055,510070,0,0
2025-08-27T16:29:35.505531,0.05,6574080,8177139712,1297507,535268,0,0
2025-08-27T16:29:36.480382,0.05,6701056,8177139712,1321384,557077,0,0
2025-08-27T16:29:37.459614,0.03,6701056,8177139712,1346793,580968,0,0
2025-08-27T16:29:38.380469,0.04,6840320,8177139712,1369967,602492,0,0
2025-08-27T16:29:39.302300,0.03,6840320,8177139712,1394570,625313,0,0
2025-08-27T16:29:40.216257,0.03,6840320,8177139712,1417810,647101,0,0
2025-08-27T16:29:41.133421,0.03,6840320,8177139712,1442897,670582,0,0
2025-08-27T16:29:42.057123,0.04,6840320,8177139712,1466471,692638,0,0
2025-08-27T16:29:43.009949,0.02,6836224,8177139712,1490282,715195,0,0
2025-08-27T16:29:43.994375,0.03,6836224,8177139712,1512994,737049,0,0
2025-08-27T16:29:44.976061,0.05,6832128,8177139712,1537335,760268,0,0
2025-08-27T16:29:45.945469,0.03,6832128,8177139712,1560938,781869,0,0
2025-08-27T16:29:46.911439,0.03,6832128,8177139712,1585409,805086,0,0
2025-08-27T16:29:47.880797,0.03,6832128,8177139712,1608319,826478,0,0
2025-08-27T16:29:48.851597,0.03,6832128,8177139712,1633318,850025,0,0
2025-08-27T16:29:49.820596,0.02,6832128,8177139712,1655568,871087,0,0
2025-08-27T16:29:50.790699,0.05,6832128,8177139712,1682100,895287,0,0
2025-08-27T16:29:51.760717,0.03,6963200,8177139712,1705472,917009,0,0
2025-08-27T16:29:52.733137,0.04,6963200,8177139712,1730273,940292,0,0
2025-08-27T16:29:53.705260,0.03,6963200,8177139712,1753645,962080,0,0
2025-08-27T16:29:54.691367,0.03,6840320,8177139712,1778380,985693,0,0
2025-08-27T16:29:55.660164,0.03,6971392,8177139712,1802764,1008141,0,0
2025-08-27T16:29:56.636249,0.03,6836224,8177139712,1827499,1031556,0,0
2025-08-27T16:29:57.610538,0.03,6709248,8177139712,1850071,1052808,0,0
2025-08-27T16:29:58.585898,0.03,6705152,8177139712,1875342,1076495,0,0
2025-08-27T16:29:59.557025,0.04,6582272,8177139712,1898442,1098473,0,0
2025-08-27T16:30:00.529581,0.05,6578176,8177139712,1925389,1122956,0,0
2025-08-27T16:30:01.505165,0.03,6578176,8177139712,1947961,1144274,0,0
2025-08-27T16:30:02.470484,0.03,6578176,8177139712,1972704,1167697,0,0
2025-08-27T16:30:03.428060,0.02,6578176,8177139712,1995408,1189213,0,0
2025-08-27T16:30:04.387129,0.04,6709248,8177139712,2020877,1213296,0,0
2025-08-27T16:30:05.345454,0.03,6709248,8177139712,2044065,1234614,0,0
2025-08-27T16:30:06.307462,0.05,6709248,8177139712,2069009,1258366,0,0
2025-08-27T16:30:07.263458,0.03,6578176,8177139712,2092439,1280348,0,0
2025-08-27T16:30:08.221461,0.03,6709248,8177139712,2117446,1303837,0,0
2025-08-27T16:30:09.185921,0.04,6709248,8177139712,2140363,1325632,0,0
2025-08-27T16:30:10.154757,0.03,6709248,8177139712,2165434,1349117,0,0
2025-08-27T16:30:11.100547,0.03,6582272,8177139712,2187578,1369935,0,0
2025-08-27T16:30:12.051575,0.03,6590464,8177139712,2212129,1393108,0,0
2025-08-27T16:30:13.006849,0.03,6590464,8177139712,2235565,1415322,0,0
2025-08-27T16:30:13.957917,0.03,6590464,8177139712,2260296,1438929,0,0
2025-08-27T16:30:14.910647,0.03,6590464,8177139712,2276469,1453180,0,0
2025-08-27T16:30:15.863817,0.04,6590464,8177139712,2301284,1476477,0,0
2025-08-27T16:30:16.841410,0.02,6590464,8177139712,2323598,1497603,0,0
2025-08-27T16:30:17.821466,0.04,6590464,8177139712,2349007,1521428,0,0
2025-08-27T16:30:18.786836,0.03,6590464,8177139712,2371453,1542554,0,0
2025-08-27T16:30:19.754951,0.03,6590464,8177139712,2396950,1565917,0,0
2025-08-27T16:30:20.718078,0.04,6590464,8177139712,2419726,1587109,0,0
2025-08-27T16:30:21.686228,0.03,6590464,8177139712,2444467,1610728,0,0
2025-08-27T16:30:22.654536,0.04,6721536,8177139712,2467977,1633116,0,0
2025-08-27T16:30:23.620816,0.03,6721536,8177139712,2492058,1655943,0,0
2025-08-27T16:30:24.604233,0.03,6852608,8177139712,2516118,1678067,0,0
